Sample in Buffer,Sample in Window,TRIGGER,npu_irq,npu_irq_latched,npu_array_clk_en,cpu_halted,debug_resetn,ram_write_beats[31:0],ram_read_beats[31:0],cycle_counter[31:0],dma_active_cycles[31:0],dma_data_cycles[31:0],dma_read_beats[31:0],dma_write_beats[31:0]
255,255,0,1,1,0,0,1,00000015,00000032,000000ef,0000001c,00000018,00000008,00000010
256,256,0,1,1,0,0,1,00000015,00000032,000000f0,0000001c,00000018,00000008,00000010
257,257,0,1,1,0,0,1,00000015,00000032,000000f1,0000001c,00000018,00000008,00000010
258,258,0,1,1,0,0,1,00000015,00000032,000000f2,0000001c,00000018,00000008,00000010
259,259,0,1,1,0,0,1,00000015,00000033,000000f3,0000001c,00000018,00000008,00000010
260,260,0,1,1,0,0,1,00000015,00000033,000000f4,0000001c,00000018,00000008,00000010
261,261,0,1,1,0,0,1,00000015,00000033,000000f5,0000001c,00000018,00000008,00000010
262,262,0,1,1,0,0,1,00000015,00000034,000000f6,0000001c,00000018,00000008,00000010
263,263,0,1,1,0,0,1,00000015,00000034,000000f7,0000001c,00000018,00000008,00000010
264,264,0,1,1,0,0,1,00000015,00000034,000000f8,0000001c,00000018,00000008,00000010
265,265,0,1,1,0,0,1,00000015,00000034,000000f9,0000001c,00000018,00000008,00000010
266,266,0,1,1,0,0,1,00000015,00000035,000000fa,0000001c,00000018,00000008,00000010
267,267,0,1,1,0,0,1,00000015,00000035,000000fb,0000001c,00000018,00000008,00000010
268,268,0,1,1,0,0,1,00000015,00000035,000000fc,0000001c,00000018,00000008,00000010
269,269,0,1,1,0,0,1,00000015,00000036,000000fd,0000001c,00000018,00000008,00000010
270,270,0,1,1,0,0,1,00000015,00000036,000000fe,0000001c,00000018,00000008,00000010
271,271,0,1,1,0,0,1,00000015,00000036,000000ff,0000001c,00000018,00000008,00000010
272,272,0,1,1,0,0,1,00000015,00000036,00000100,0000001c,00000018,00000008,00000010
273,273,0,1,1,0,0,1,00000015,00000037,00000101,0000001c,00000018,00000008,00000010
274,274,0,1,1,0,0,1,00000015,00000037,00000102,0000001c,00000018,00000008,00000010
275,275,0,1,1,0,0,1,00000015,00000037,00000103,0000001c,00000018,00000008,00000010
276,276,0,1,1,0,0,1,00000015,00000038,00000104,0000001c,00000018,00000008,00000010
277,277,0,1,1,0,0,1,00000015,00000038,00000105,0000001c,00000018,00000008,00000010
278,278,0,1,1,0,0,1,00000015,00000038,00000106,0000001c,00000018,00000008,00000010
279,279,0,1,1,0,0,1,00000015,00000038,00000107,0000001c,00000018,00000008,00000010
280,280,0,1,1,0,0,1,00000015,00000039,00000108,0000001c,00000018,00000008,00000010
281,281,0,1,1,0,0,1,00000015,00000039,00000109,0000001c,00000018,00000008,00000010
282,282,0,1,1,0,0,1,00000015,00000039,0000010a,0000001c,00000018,00000008,00000010
283,283,0,1,1,0,0,1,00000015,0000003a,0000010b,0000001c,00000018,00000008,00000010
284,284,0,1,1,0,0,1,00000015,0000003a,0000010c,0000001c,00000018,00000008,00000010
285,285,0,1,1,0,0,1,00000015,0000003a,0000010d,0000001c,00000018,00000008,00000010
286,286,0,1,1,0,0,1,00000015,0000003a,0000010e,0000001c,00000018,00000008,00000010
287,287,0,1,1,0,0,1,00000015,0000003b,0000010f,0000001c,00000018,00000008,00000010
288,288,0,1,1,0,0,1,00000015,0000003b,00000110,0000001c,00000018,00000008,00000010
289,289,0,1,1,0,0,1,00000015,0000003b,00000111,0000001c,00000018,00000008,00000010
290,290,0,1,1,0,0,1,00000015,0000003c,00000112,0000001c,00000018,00000008,00000010
291,291,0,1,1,0,0,1,00000015,0000003c,00000113,0000001c,00000018,00000008,00000010
292,292,0,1,1,0,0,1,00000015,0000003c,00000114,0000001c,00000018,00000008,00000010
293,293,0,1,1,0,0,1,00000015,0000003c,00000115,0000001c,00000018,00000008,00000010
294,294,0,1,1,0,0,1,00000015,0000003d,00000116,0000001c,00000018,00000008,00000010
295,295,0,1,1,0,0,1,00000015,0000003d,00000117,0000001c,00000018,00000008,00000010
296,296,0,1,1,0,0,1,00000015,0000003d,00000118,0000001c,00000018,00000008,00000010
297,297,0,1,1,0,0,1,00000015,0000003e,00000119,0000001c,00000018,00000008,00000010
298,298,0,1,1,0,0,1,00000015,0000003e,0000011a,0000001c,00000018,00000008,00000010
299,299,0,1,1,0,0,1,00000015,0000003e,0000011b,0000001c,00000018,00000008,00000010
300,300,0,1,1,0,0,1,00000015,0000003e,0000011c,0000001c,00000018,00000008,00000010
301,301,0,1,1,0,0,1,00000015,0000003f,0000011d,0000001c,00000018,00000008,00000010
302,302,0,1,1,0,0,1,00000015,0000003f,0000011e,0000001c,00000018,00000008,00000010
303,303,0,1,1,0,0,1,00000015,0000003f,0000011f,0000001c,00000018,00000008,00000010
304,304,0,1,1,0,0,1,00000015,00000040,00000120,0000001c,00000018,00000008,00000010
305,305,0,1,1,0,0,1,00000015,00000040,00000121,0000001c,00000018,00000008,00000010
306,306,0,1,1,0,0,1,00000015,00000040,00000122,0000001c,00000018,00000008,00000010
307,307,0,1,1,0,0,1,00000015,00000040,00000123,0000001c,00000018,00000008,00000010
308,308,0,1,1,0,0,1,00000015,00000041,00000124,0000001c,00000018,00000008,00000010
309,309,0,1,1,0,0,1,00000015,00000041,00000125,0000001c,00000018,00000008,00000010
310,310,0,1,1,0,0,1,00000015,00000041,00000126,0000001c,00000018,00000008,00000010
311,311,0,1,1,0,0,1,00000015,00000042,00000127,0000001c,00000018,00000008,00000010
312,312,0,1,1,0,0,1,00000015,00000042,00000128,0000001c,00000018,00000008,00000010
313,313,0,1,1,0,0,1,00000015,00000042,00000129,0000001c,00000018,00000008,00000010
314,314,0,1,1,0,0,1,00000015,00000042,0000012a,0000001c,00000018,00000008,00000010
315,315,0,1,1,0,0,1,00000015,00000043,0000012b,0000001c,00000018,00000008,00000010
316,316,0,1,1,0,0,1,00000015,00000043,0000012c,0000001c,00000018,00000008,00000010
317,317,0,1,1,0,0,1,00000015,00000043,0000012d,0000001c,00000018,00000008,00000010
318,318,0,1,1,0,0,1,00000015,00000044,0000012e,0000001c,00000018,00000008,00000010
319,319,0,1,1,0,0,1,00000015,00000044,0000012f,0000001c,00000018,00000008,00000010
320,320,0,1,1,0,0,1,00000015,00000044,00000130,0000001c,00000018,00000008,00000010
321,321,0,1,1,0,0,1,00000015,00000044,00000131,0000001c,00000018,00000008,00000010
322,322,0,1,1,0,0,1,00000015,00000045,00000132,0000001c,00000018,00000008,00000010
323,323,0,1,1,0,0,1,00000015,00000045,00000133,0000001c,00000018,00000008,00000010
324,324,0,1,1,0,0,1,00000015,00000045,00000134,0000001c,00000018,00000008,00000010
325,325,0,1,1,0,0,1,00000015,00000046,00000135,0000001c,00000018,00000008,00000010
326,326,0,1,1,0,0,1,00000015,00000046,00000136,0000001c,00000018,00000008,00000010
327,327,0,1,1,0,0,1,00000015,00000046,00000137,0000001c,00000018,00000008,00000010
328,328,0,1,1,0,0,1,00000015,00000046,00000138,0000001c,00000018,00000008,00000010
329,329,0,1,1,0,0,1,00000015,00000047,00000139,0000001c,00000018,00000008,00000010
330,330,0,1,1,0,0,1,00000015,00000047,0000013a,0000001c,00000018,00000008,00000010
331,331,0,1,1,0,0,1,00000015,00000047,0000013b,0000001c,00000018,00000008,00000010
332,332,0,1,1,0,0,1,00000015,00000048,0000013c,0000001c,00000018,00000008,00000010
333,333,0,1,1,0,0,1,00000015,00000048,0000013d,0000001c,00000018,00000008,00000010
334,334,0,1,1,0,0,1,00000015,00000048,0000013e,0000001c,00000018,00000008,00000010
335,335,0,1,1,0,0,1,00000015,00000048,0000013f,0000001c,00000018,00000008,00000010
336,336,0,1,1,0,0,1,00000015,00000049,00000140,0000001c,00000018,00000008,00000010
337,337,0,1,1,0,0,1,00000015,00000049,00000141,0000001c,00000018,00000008,00000010
338,338,0,1,1,0,0,1,00000015,00000049,00000142,0000001c,00000018,00000008,00000010
339,339,0,1,1,0,0,1,00000015,0000004a,00000143,0000001c,00000018,00000008,00000010
340,340,0,1,1,0,0,1,00000015,0000004a,00000144,0000001c,00000018,00000008,00000010
341,341,0,1,1,0,0,1,00000015,0000004a,00000145,0000001c,00000018,00000008,00000010
342,342,0,1,1,0,0,1,00000015,0000004a,00000146,0000001c,00000018,00000008,00000010
343,343,0,1,1,0,0,1,00000015,0000004b,00000147,0000001c,00000018,00000008,00000010
344,344,0,1,1,0,0,1,00000015,0000004b,00000148,0000001c,00000018,00000008,00000010
345,345,0,1,1,0,0,1,00000015,0000004b,00000149,0000001c,00000018,00000008,00000010
346,346,0,1,1,0,0,1,00000015,0000004c,0000014a,0000001c,00000018,00000008,00000010
347,347,0,1,1,0,0,1,00000015,0000004c,0000014b,0000001c,00000018,00000008,00000010
348,348,0,1,1,0,0,1,00000015,0000004c,0000014c,0000001c,00000018,00000008,00000010
349,349,0,1,1,0,0,1,00000015,0000004c,0000014d,0000001c,00000018,00000008,00000010
350,350,0,1,1,0,0,1,00000015,0000004d,0000014e,0000001c,00000018,00000008,00000010
351,351,0,1,1,0,0,1,00000015,0000004d,0000014f,0000001c,00000018,00000008,00000010
352,352,0,1,1,0,0,1,00000015,0000004d,00000150,0000001c,00000018,00000008,00000010
353,353,0,1,1,0,0,1,00000015,0000004e,00000151,0000001c,00000018,00000008,00000010
354,354,0,1,1,0,0,1,00000015,0000004e,00000152,0000001c,00000018,00000008,00000010
355,355,0,1,1,0,0,1,00000015,0000004e,00000153,0000001c,00000018,00000008,00000010
356,356,0,1,1,0,0,1,00000015,0000004e,00000154,0000001c,00000018,00000008,00000010
357,357,0,1,1,0,0,1,00000015,0000004f,00000155,0000001c,00000018,00000008,00000010
358,358,0,1,1,0,0,1,00000015,0000004f,00000156,0000001c,00000018,00000008,00000010
359,359,0,1,1,0,0,1,00000015,0000004f,00000157,0000001c,00000018,00000008,00000010
360,360,0,1,1,0,0,1,00000015,00000050,00000158,0000001c,00000018,00000008,00000010
361,361,0,1,1,0,0,1,00000015,00000050,00000159,0000001c,00000018,00000008,00000010
362,362,0,1,1,0,0,1,00000015,00000050,0000015a,0000001c,00000018,00000008,00000010
363,363,0,1,1,0,0,1,00000015,00000050,0000015b,0000001c,00000018,00000008,00000010
364,364,0,1,1,0,0,1,00000015,00000051,0000015c,0000001c,00000018,00000008,00000010
365,365,0,1,1,0,0,1,00000015,00000051,0000015d,0000001c,00000018,00000008,00000010
366,366,0,1,1,0,0,1,00000015,00000051,0000015e,0000001c,00000018,00000008,00000010
367,367,0,1,1,0,0,1,00000015,00000052,0000015f,0000001c,00000018,00000008,00000010
368,368,0,1,1,0,0,1,00000015,00000052,00000160,0000001c,00000018,00000008,00000010
369,369,0,1,1,0,0,1,00000015,00000052,00000161,0000001c,00000018,00000008,00000010
370,370,0,1,1,0,0,1,00000015,00000052,00000162,0000001c,00000018,00000008,00000010
371,371,0,1,1,0,0,1,00000015,00000053,00000163,0000001c,00000018,00000008,00000010
372,372,0,1,1,0,0,1,00000015,00000053,00000164,0000001c,00000018,00000008,00000010
373,373,0,1,1,0,0,1,00000015,00000053,00000165,0000001c,00000018,00000008,00000010
374,374,0,1,1,0,0,1,00000015,00000054,00000166,0000001c,00000018,00000008,00000010
375,375,0,1,1,0,0,1,00000015,00000054,00000167,0000001c,00000018,00000008,00000010
376,376,0,1,1,0,0,1,00000015,00000054,00000168,0000001c,00000018,00000008,00000010
377,377,0,1,1,0,0,1,00000015,00000054,00000169,0000001c,00000018,00000008,00000010
378,378,0,1,1,0,0,1,00000015,00000055,0000016a,0000001c,00000018,00000008,00000010
379,379,0,1,1,0,0,1,00000015,00000055,0000016b,0000001c,00000018,00000008,00000010
380,380,0,1,1,0,0,1,00000015,00000055,0000016c,0000001c,00000018,00000008,00000010
381,381,0,1,1,0,0,1,00000015,00000056,0000016d,0000001c,00000018,00000008,00000010
382,382,0,1,1,0,0,1,00000015,00000056,0000016e,0000001c,00000018,00000008,00000010
383,383,0,1,1,0,0,1,00000015,00000056,0000016f,0000001c,00000018,00000008,00000010
384,384,0,1,1,0,0,1,00000015,00000056,00000170,0000001c,00000018,00000008,00000010
385,385,0,1,1,0,0,1,00000015,00000057,00000171,0000001c,00000018,00000008,00000010
386,386,0,1,1,0,0,1,00000015,00000057,00000172,0000001c,00000018,00000008,00000010
387,387,0,1,1,0,0,1,00000015,00000057,00000173,0000001c,00000018,00000008,00000010
388,388,0,1,1,0,0,1,00000015,00000058,00000174,0000001c,00000018,00000008,00000010
389,389,0,1,1,0,0,1,00000015,00000058,00000175,0000001c,00000018,00000008,00000010
390,390,0,1,1,0,0,1,00000015,00000058,00000176,0000001c,00000018,00000008,00000010
391,391,0,1,1,0,0,1,00000015,00000058,00000177,0000001c,00000018,00000008,00000010
392,392,0,1,1,0,0,1,00000015,00000059,00000178,0000001c,00000018,00000008,00000010
393,393,0,1,1,0,0,1,00000015,00000059,00000179,0000001c,00000018,00000008,00000010
394,394,0,1,1,0,0,1,00000015,00000059,0000017a,0000001c,00000018,00000008,00000010
395,395,0,1,1,0,0,1,00000015,0000005a,0000017b,0000001c,00000018,00000008,00000010
396,396,0,1,1,0,0,1,00000015,0000005a,0000017c,0000001c,00000018,00000008,00000010
397,397,0,1,1,0,0,1,00000015,0000005a,0000017d,0000001c,00000018,00000008,00000010
398,398,0,1,1,0,0,1,00000015,0000005a,0000017e,0000001c,00000018,00000008,00000010
399,399,0,1,1,0,0,1,00000015,0000005b,0000017f,0000001c,00000018,00000008,00000010
400,400,0,1,1,0,0,1,00000015,0000005b,00000180,0000001c,00000018,00000008,00000010
401,401,0,1,1,0,0,1,00000015,0000005b,00000181,0000001c,00000018,00000008,00000010
402,402,0,1,1,0,0,1,00000015,0000005c,00000182,0000001c,00000018,00000008,00000010
403,403,0,1,1,0,0,1,00000015,0000005c,00000183,0000001c,00000018,00000008,00000010
404,404,0,1,1,0,0,1,00000015,0000005c,00000184,0000001c,00000018,00000008,00000010
405,405,0,1,1,0,0,1,00000015,0000005c,00000185,0000001c,00000018,00000008,00000010
406,406,0,1,1,0,0,1,00000015,0000005d,00000186,0000001c,00000018,00000008,00000010
407,407,0,1,1,0,0,1,00000015,0000005d,00000187,0000001c,00000018,00000008,00000010
408,408,0,1,1,0,0,1,00000015,0000005d,00000188,0000001c,00000018,00000008,00000010
409,409,0,1,1,0,0,1,00000015,0000005e,00000189,0000001c,00000018,00000008,00000010
410,410,0,1,1,0,0,1,00000015,0000005e,0000018a,0000001c,00000018,00000008,00000010
411,411,0,1,1,0,0,1,00000015,0000005e,0000018b,0000001c,00000018,00000008,00000010
412,412,0,1,1,0,0,1,00000015,0000005e,0000018c,0000001c,00000018,00000008,00000010
413,413,0,1,1,0,0,1,00000015,0000005f,0000018d,0000001c,00000018,00000008,00000010
414,414,0,1,1,0,0,1,00000015,0000005f,0000018e,0000001c,00000018,00000008,00000010
415,415,0,1,1,0,0,1,00000015,0000005f,0000018f,0000001c,00000018,00000008,00000010
416,416,0,1,1,0,0,1,00000015,00000060,00000190,0000001c,00000018,00000008,00000010
417,417,0,1,1,0,0,1,00000015,00000060,00000191,0000001c,00000018,00000008,00000010
418,418,0,1,1,0,0,1,00000015,00000060,00000192,0000001c,00000018,00000008,00000010
419,419,0,1,1,0,0,1,00000015,00000060,00000193,0000001c,00000018,00000008,00000010
420,420,0,1,1,0,0,1,00000015,00000061,00000194,0000001c,00000018,00000008,00000010
421,421,0,1,1,0,0,1,00000015,00000061,00000195,0000001c,00000018,00000008,00000010
422,422,0,1,1,0,0,1,00000015,00000061,00000196,0000001c,00000018,00000008,00000010
423,423,0,1,1,0,0,1,00000015,00000062,00000197,0000001c,00000018,00000008,00000010
424,424,0,1,1,0,0,1,00000015,00000062,00000198,0000001c,00000018,00000008,00000010
425,425,0,1,1,0,0,1,00000015,00000062,00000199,0000001c,00000018,00000008,00000010
426,426,0,1,1,0,0,1,00000015,00000062,0000019a,0000001c,00000018,00000008,00000010
427,427,0,1,1,0,0,1,00000015,00000063,0000019b,0000001c,00000018,00000008,00000010
428,428,0,1,1,0,0,1,00000015,00000063,0000019c,0000001c,00000018,00000008,00000010
429,429,0,1,1,0,0,1,00000015,00000063,0000019d,0000001c,00000018,00000008,00000010
430,430,0,1,1,0,0,1,00000015,00000064,0000019e,0000001c,00000018,00000008,00000010
431,431,0,1,1,0,0,1,00000015,00000064,0000019f,0000001c,00000018,00000008,00000010
432,432,0,1,1,0,0,1,00000015,00000064,000001a0,0000001c,00000018,00000008,00000010
433,433,0,1,1,0,0,1,00000015,00000064,000001a1,0000001c,00000018,00000008,00000010
434,434,0,1,1,0,0,1,00000015,00000065,000001a2,0000001c,00000018,00000008,00000010
435,435,0,1,1,0,0,1,00000015,00000065,000001a3,0000001c,00000018,00000008,00000010
436,436,0,1,1,0,0,1,00000015,00000065,000001a4,0000001c,00000018,00000008,00000010
437,437,0,1,1,0,0,1,00000015,00000066,000001a5,0000001c,00000018,00000008,00000010
438,438,0,1,1,0,0,1,00000015,00000066,000001a6,0000001c,00000018,00000008,00000010
439,439,0,1,1,0,0,1,00000015,00000066,000001a7,0000001c,00000018,00000008,00000010
440,440,0,1,1,0,0,1,00000015,00000066,000001a8,0000001c,00000018,00000008,00000010
441,441,0,1,1,0,0,1,00000015,00000067,000001a9,0000001c,00000018,00000008,00000010
442,442,0,1,1,0,0,1,00000015,00000067,000001aa,0000001c,00000018,00000008,00000010
443,443,0,1,1,0,0,1,00000015,00000067,000001ab,0000001c,00000018,00000008,00000010
444,444,0,1,1,0,0,1,00000015,00000068,000001ac,0000001c,00000018,00000008,00000010
445,445,0,1,1,0,0,1,00000015,00000068,000001ad,0000001c,00000018,00000008,00000010
446,446,0,1,1,0,0,1,00000015,00000068,000001ae,0000001c,00000018,00000008,00000010
447,447,0,1,1,0,0,1,00000015,00000068,000001af,0000001c,00000018,00000008,00000010
448,448,0,1,1,0,0,1,00000015,00000069,000001b0,0000001c,00000018,00000008,00000010
449,449,0,1,1,0,0,1,00000015,00000069,000001b1,0000001c,00000018,00000008,00000010
450,450,0,1,1,0,0,1,00000015,00000069,000001b2,0000001c,00000018,00000008,00000010
451,451,0,1,1,0,0,1,00000015,0000006a,000001b3,0000001c,00000018,00000008,00000010
452,452,0,1,1,0,0,1,00000015,0000006a,000001b4,0000001c,00000018,00000008,00000010
453,453,0,1,1,0,0,1,00000015,0000006a,000001b5,0000001c,00000018,00000008,00000010
454,454,0,1,1,0,0,1,00000015,0000006a,000001b6,0000001c,00000018,00000008,00000010
455,455,0,1,1,0,0,1,00000015,0000006b,000001b7,0000001c,00000018,00000008,00000010
456,456,0,1,1,0,0,1,00000015,0000006b,000001b8,0000001c,00000018,00000008,00000010
457,457,0,1,1,0,0,1,00000015,0000006b,000001b9,0000001c,00000018,00000008,00000010
458,458,0,1,1,0,0,1,00000015,0000006c,000001ba,0000001c,00000018,00000008,00000010
459,459,0,1,1,0,0,1,00000015,0000006c,000001bb,0000001c,00000018,00000008,00000010
460,460,0,1,1,0,0,1,00000015,0000006c,000001bc,0000001c,00000018,00000008,00000010
461,461,0,1,1,0,0,1,00000015,0000006c,000001bd,0000001c,00000018,00000008,00000010
462,462,0,1,1,0,0,1,00000015,0000006d,000001be,0000001c,00000018,00000008,00000010
463,463,0,1,1,0,0,1,00000015,0000006d,000001bf,0000001c,00000018,00000008,00000010
464,464,0,1,1,0,0,1,00000015,0000006d,000001c0,0000001c,00000018,00000008,00000010
465,465,0,1,1,0,0,1,00000015,0000006e,000001c1,0000001c,00000018,00000008,00000010
466,466,0,1,1,0,0,1,00000015,0000006e,000001c2,0000001c,00000018,00000008,00000010
467,467,0,1,1,0,0,1,00000015,0000006e,000001c3,0000001c,00000018,00000008,00000010
468,468,0,1,1,0,0,1,00000015,0000006e,000001c4,0000001c,00000018,00000008,00000010
469,469,0,1,1,0,0,1,00000015,0000006f,000001c5,0000001c,00000018,00000008,00000010
470,470,0,1,1,0,0,1,00000015,0000006f,000001c6,0000001c,00000018,00000008,00000010
471,471,0,1,1,0,0,1,00000015,0000006f,000001c7,0000001c,00000018,00000008,00000010
472,472,0,1,1,0,0,1,00000015,00000070,000001c8,0000001c,00000018,00000008,00000010
473,473,0,1,1,0,0,1,00000015,00000070,000001c9,0000001c,00000018,00000008,00000010
474,474,0,1,1,0,0,1,00000015,00000070,000001ca,0000001c,00000018,00000008,00000010
475,475,0,1,1,0,0,1,00000015,00000070,000001cb,0000001c,00000018,00000008,00000010
476,476,0,1,1,0,0,1,00000015,00000071,000001cc,0000001c,00000018,00000008,00000010
477,477,0,1,1,0,0,1,00000015,00000071,000001cd,0000001c,00000018,00000008,00000010
478,478,0,1,1,0,0,1,00000015,00000071,000001ce,0000001c,00000018,00000008,00000010
479,479,0,1,1,0,0,1,00000015,00000072,000001cf,0000001c,00000018,00000008,00000010
480,480,0,1,1,0,0,1,00000015,00000072,000001d0,0000001c,00000018,00000008,00000010
481,481,0,1,1,0,0,1,00000015,00000072,000001d1,0000001c,00000018,00000008,00000010
482,482,0,1,1,0,0,1,00000015,00000072,000001d2,0000001c,00000018,00000008,00000010
483,483,0,1,1,0,0,1,00000015,00000073,000001d3,0000001c,00000018,00000008,00000010
484,484,0,1,1,0,0,1,00000015,00000073,000001d4,0000001c,00000018,00000008,00000010
485,485,0,1,1,0,0,1,00000015,00000073,000001d5,0000001c,00000018,00000008,00000010
486,486,0,1,1,0,0,1,00000015,00000074,000001d6,0000001c,00000018,00000008,00000010
487,487,0,1,1,0,0,1,00000015,00000074,000001d7,0000001c,00000018,00000008,00000010
488,488,0,1,1,0,0,1,00000015,00000074,000001d8,0000001c,00000018,00000008,00000010
489,489,0,1,1,0,0,1,00000015,00000074,000001d9,0000001c,00000018,00000008,00000010
490,490,0,1,1,0,0,1,00000015,00000075,000001da,0000001c,00000018,00000008,00000010
491,491,0,1,1,0,0,1,00000015,00000075,000001db,0000001c,00000018,00000008,00000010
492,492,0,1,1,0,0,1,00000015,00000075,000001dc,0000001c,00000018,00000008,00000010
493,493,0,1,1,0,0,1,00000015,00000076,000001dd,0000001c,00000018,00000008,00000010
494,494,0,1,1,0,0,1,00000015,00000076,000001de,0000001c,00000018,00000008,00000010
495,495,0,1,1,0,0,1,00000015,00000076,000001df,0000001c,00000018,00000008,00000010
496,496,0,1,1,0,0,1,00000015,00000076,000001e0,0000001c,00000018,00000008,00000010
497,497,0,1,1,0,0,1,00000015,00000077,000001e1,0000001c,00000018,00000008,00000010
498,498,0,1,1,0,0,1,00000015,00000077,000001e2,0000001c,00000018,00000008,00000010
499,499,0,1,1,0,0,1,00000015,00000077,000001e3,0000001c,00000018,00000008,00000010
500,500,0,1,1,0,0,1,00000015,00000078,000001e4,0000001c,00000018,00000008,00000010
501,501,0,1,1,0,0,1,00000015,00000078,000001e5,0000001c,00000018,00000008,00000010
502,502,0,1,1,0,0,1,00000015,00000078,000001e6,0000001c,00000018,00000008,00000010
503,503,0,1,1,0,0,1,00000015,00000078,000001e7,0000001c,00000018,00000008,00000010
504,504,0,1,1,0,0,1,00000015,00000079,000001e8,0000001c,00000018,00000008,00000010
505,505,0,1,1,0,0,1,00000015,00000079,000001e9,0000001c,00000018,00000008,00000010
506,506,0,1,1,0,0,1,00000015,00000079,000001ea,0000001c,00000018,00000008,00000010
507,507,0,1,1,0,0,1,00000015,0000007a,000001eb,0000001c,00000018,00000008,00000010
508,508,0,1,1,0,0,1,00000015,0000007a,000001ec,0000001c,00000018,00000008,00000010
509,509,0,1,1,0,0,1,00000015,0000007a,000001ed,0000001c,00000018,00000008,00000010
510,510,0,1,1,0,0,1,00000015,0000007a,000001ee,0000001c,00000018,00000008,00000010
